year,countryA,countryB,value_toA,value_toB,magnitude_toA,magnitude_toB,qualifier_toA,qualifier_toB,netflow,net_destination
1998,PHL,SLV,NA,0,NA,NIL,NA,NA,NA,NA
1998,BRN,LIE,0,NA,NIL,NA,NA,NA,NA,NA
1998,AUS,GBR,5339,1136,NA,NA,NA,NA,4203,AUS
1998,AUS,BLR,0,NA,NIL,NA,NA,NA,NA,NA
1998,KOR,YEM,0,NA,NIL,NA,NA,NA,NA,NA
1998,ARG,URY,421,NA,NA,NA,NA,NA,NA,NA
1998,MKD,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
1998,KWT,NOR,NA,0,NA,NIL,NA,NA,NA,NA
1998,AUS,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,NIU,TLS,0,NA,NA,NA,NA,NA,NA,NA
1998,NZL,TGO,0,NA,NIL,NA,NA,NA,NA,NA
1998,IRQ,NZL,NA,1,NA,NA,NA,NA,NA,NA
1998,NZL,RWA,0,NA,NIL,NA,NA,NA,NA,NA
1998,GMB,NZL,NA,3,NA,NA,NA,NA,NA,NA
1998,AIA,UGA,0,NA,NA,NA,NA,NA,NA,NA
1998,QAT,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,CAN,WSM,3,0,NA,NIL,NAT_EST,NA,3,CAN
1998,LCA,SYC,NA,0,NA,NA,NA,NA,NA,NA
1998,JPN,SEN,11,NA,NA,NA,NA,NA,NA,NA
1998,NLD,NZL,NA,12,NA,NA,NA,NA,NA,NA
1998,ANT,SLV,NA,0,NA,NIL,NA,NA,NA,NA
1998,HTI,NOR,NA,0,NA,NIL,NA,NA,NA,NA
1998,NZL,PLW,0,NA,NIL,NA,NA,NA,NA,NA
1998,COK,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,BRN,NZL,0,7,NIL,NA,NA,NA,7,NZL
1998,MOZ,STP,NA,0,NA,NA,NA,NA,NA,NA
1998,KAZ,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,ISR,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,AIA,BTN,0,NA,NA,NA,NA,NA,NA,NA
1998,BOL,SLV,0,2,NIL,NA,NA,NA,2,SLV
1998,MDA,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,CAN,MDG,45,NA,NA,NA,NAT_EST,NA,NA,NA
1998,JPN,ZAF,9,0,NA,NIL,NA,NA,9,JPN
1998,IRL,UKR,0,NA,NIL,NA,NA,NA,NA,NA
1998,NOR,SLE,5,NA,NA,NA,NA,NA,NA,NA
1998,JPN,KNA,0,NA,NIL,NA,NA,NA,NA,NA
1998,KEN,STP,NA,0,NA,NA,NA,NA,NA,NA
1998,MAR,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,MEX,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,GRC,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
1998,GBR,NZL,416,62,NA,NA,NA,NA,354,GBR
1998,ETH,JPN,NA,21,NA,NA,NA,NA,NA,NA
1998,COD,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,BLR,HUN,NA,0,NA,NIL,NA,NA,NA,NA
1998,BEN,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,MAC,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,COK,TCA,0,NA,NA,NA,NA,NA,NA,NA
1998,POL,SVK,76,NA,NA,NA,NA,NA,NA,NA
1998,CIV,IRL,NA,0,NA,NIL,NA,NA,NA,NA
1998,PNG,RWA,0,NA,NIL,NA,NA,NA,NA,NA
1998,AZE,TUR,NA,1955,NA,NA,NA,NA,NA,NA
1998,DJI,POL,NA,0,NA,NIL,NA,NA,NA,NA
1998,BRN,GAB,0,NA,NIL,NA,NA,NA,NA,NA
1998,COM,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,COK,KWT,0,NA,NA,NA,NA,NA,NA,NA
1998,JPN,SLE,1,NA,NA,NA,NA,NA,NA,NA
1998,TKM,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,GBR,LBY,463,NA,NA,NA,NA,NA,NA,NA
1998,NOR,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,LVA,MYS,NA,0,NA,NIL,NA,NA,NA,NA
1998,KIR,PNG,NA,11,NA,NA,NA,NA,NA,NA
1998,DNK,NZL,NA,15,NA,NA,NA,NA,NA,NA
1998,NZL,QAT,0,NA,NIL,NA,NA,NA,NA,NA
1998,LSO,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,ISR,NOR,NA,12,NA,NA,NA,NA,NA,NA
1998,ARG,BLZ,0,NA,NIL,NA,NA,NA,NA,NA
1998,MDV,VGB,0,NA,NA,NA,NA,NA,NA,NA
1998,MMR,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,STP,YEM,0,NA,NA,NA,NA,NA,NA,NA
1998,FIN,SUR,0,NA,NIL,NA,NA,NA,NA,NA
1998,CZE,SLV,NA,0,NA,NIL,NA,NA,NA,NA
1998,GEO,POL,NA,10,NA,NA,NA,NA,NA,NA
1998,GIN,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,GMB,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,SRB,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
1998,HUN,VUT,0,NA,NIL,NA,NA,NA,NA,NA
1998,SRB,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,BWA,WSM,NA,0,NA,NIL,NA,NA,NA,NA
1998,GBR,GMB,187,NA,NA,NA,NA,NA,NA,NA
1998,KGZ,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
1998,AIA,KOR,0,NA,NA,NA,NA,NA,NA,NA
1998,STP,TZA,0,NA,NA,NA,NA,NA,NA,NA
1998,COK,ERI,0,NA,NA,NA,NA,NA,NA,NA
1998,ISL,SLE,0,NA,NIL,NA,NA,NA,NA,NA
1998,AUT,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,KAZ,STP,NA,0,NA,NA,NA,NA,NA,NA
1998,BRN,SWZ,0,NA,NIL,NA,NA,NA,NA,NA
1998,GNQ,ISL,NA,0,NA,NIL,NA,NA,NA,NA
1998,ARG,MDV,0,0,NIL,NA,NA,NA,0,ARG
1998,LAO,NOR,NA,0,NA,NIL,NA,NA,NA,NA
1998,JPN,MYS,2044,18,NA,NA,NA,NA,2026,JPN
1998,AIA,BEN,0,NA,NA,NA,NA,NA,NA,NA
1998,CAN,CHE,162,NA,NA,NA,NAT_EST,NA,NA,NA
1998,BEN,FIN,NA,0,NA,NIL,NA,NA,NA,NA
1998,BRN,KAZ,0,NA,NIL,NA,NA,NA,NA,NA
1998,MUS,WSM,NA,0,NA,NIL,NA,NA,NA,NA
1998,KHM,MYS,NA,27,NA,NA,NA,NA,NA,NA
1998,MNG,PNG,NA,0,NA,NIL,NA,NA,NA,NA
1998,COK,NIU,0,0,NA,NA,NA,NA,0,COK
1998,GAB,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,AUS,FIN,90,14,NA,NA,NA,NA,76,AUS
1998,DMA,TUR,NA,0,NA,NIL,NA,NA,NA,NA
1998,ISL,TKL,0,0,NIL,NA,NA,NA,0,ISL
1998,NRU,PNG,0,0,NA,NIL,NA,NA,0,NRU
1998,CAN,POL,78,92,NA,NA,NAT_EST,NA,14,POL
1998,STP,TUR,0,0,NA,NIL,NA,NA,0,STP
1998,STP,WSM,0,0,NA,NIL,NA,NA,0,STP
1998,ARG,VGB,0,NA,NIL,NA,NA,NA,NA,NA
1998,POL,TKL,0,0,NIL,NA,NA,NA,0,POL
1998,GBR,TJK,7,NA,NA,NA,NA,NA,NA,NA
1998,ARG,NGA,0,NA,NIL,NA,NA,NA,NA,NA
1998,OMN,SLV,NA,0,NA,NIL,NA,NA,NA,NA
1998,DOM,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,SYC,WSM,0,0,NA,NIL,NA,NA,0,SYC
1998,NAM,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,GBR,ZAF,1246,0,NA,NIL,NA,NA,1246,GBR
1998,NOR,YEM,0,NA,NIL,NA,NA,NA,NA,NA
1998,CPV,KOR,NA,0,NA,NIL,NA,NA,NA,NA
1998,ISL,POL,4,2,NA,NA,NA,NA,2,ISL
1998,AUS,AUS,0,NA,NIL,NA,NA,NA,NA,NA
1998,NIU,UZB,0,NA,NA,NA,NA,NA,NA,NA
1998,GBR,KHM,10,NA,NA,NA,NA,NA,NA,NA
1998,ARG,AUS,0,57,NIL,NA,NA,NA,57,AUS
1998,PSE,SLV,NA,0,NA,NIL,NA,NA,NA,NA
1998,BRN,PHL,0,NA,NIL,NA,NA,NA,NA,NA
1998,LIE,TUR,NA,0,NA,NIL,NA,NA,NA,NA
1998,SLV,TUN,0,NA,NIL,NA,NA,NA,NA,NA
1998,BHS,POL,NA,0,NA,NIL,NA,NA,NA,NA
1998,COL,MDV,NA,0,NA,NA,NA,NA,NA,NA
1998,CAN,SUR,0,NA,NIL,NA,NAT_EST,NA,NA,NA
1998,SWZ,TUR,NA,0,NA,NIL,NA,NA,NA,NA
1998,BHR,STP,NA,0,NA,NA,NA,NA,NA,NA
1998,NZL,PAK,8,NA,NA,NA,NA,NA,NA,NA
1998,COK,GRD,0,NA,NA,NA,NA,NA,NA,NA
1998,RWA,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,PNG,ROU,0,NA,NIL,NA,NA,NA,NA,NA
1998,HUN,STP,0,0,NIL,NA,NA,NA,0,HUN
1998,HUN,NOR,291,16,NA,NA,NA,NA,275,HUN
1998,MOZ,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,AIA,KEN,0,NA,NA,NA,NA,NA,NA,NA
1998,ISL,VCT,0,NA,NIL,NA,NA,NA,NA,NA
1998,AUS,HRV,57,NA,NA,NA,NA,NA,NA,NA
1998,PNG,UKR,0,NA,NIL,NA,NA,NA,NA,NA
1998,AUS,KGZ,0,NA,NIL,NA,NA,NA,NA,NA
1998,ARG,DEU,0,NA,NIL,NA,NA,NA,NA,NA
1998,DNK,GBR,NA,1734,NA,NA,NA,NA,NA,NA
1998,DZA,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,ARG,KAZ,0,NA,NIL,NA,NA,NA,NA,NA
1998,CRI,NOR,NA,2,NA,NA,NA,NA,NA,NA
1998,MDV,TCA,0,NA,NA,NA,NA,NA,NA,NA
1998,STP,TGO,0,NA,NA,NA,NA,NA,NA,NA
1998,JAM,POL,NA,0,NA,NIL,NA,NA,NA,NA
1998,ANT,CAN,NA,0,NA,NIL,NA,NA,NA,NA
1998,BOL,CHE,1,NA,NA,NA,NA,NA,NA,NA
1998,LUX,POL,NA,1,NA,NA,NA,NA,NA,NA
1998,DEU,TUR,NA,59,NA,NA,NA,NA,NA,NA
1998,ARE,BOL,NA,0,NA,NIL,NA,NA,NA,NA
1998,GRD,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,PNG,QAT,0,NA,NIL,NA,NA,NA,NA,NA
1998,SWE,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,CAN,ERI,0,NA,NIL,NA,NAT_EST,NA,NA,NA
1998,NGA,SYC,NA,0,NA,NA,NA,NA,NA,NA
1998,IND,PNG,NA,0,NA,NIL,NA,NA,NA,NA
1998,BEN,POL,NA,4,NA,NA,NA,NA,NA,NA
1998,BIH,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,KOR,PRY,8,NA,NA,NA,NA,NA,NA,NA
1998,NZL,ROU,1,NA,NA,NA,NA,NA,NA,NA
1998,BOL,MEX,0,NA,NIL,NA,NA,NA,NA,NA
1998,GBR,THA,2672,NA,NA,NA,NA,NA,NA,NA
1998,LCA,SLV,NA,0,NA,NIL,NA,NA,NA,NA
1998,KOR,KOR,0,NA,NA,NA,NA,NA,NA,NA
1998,DEU,GBR,NA,12915,NA,NA,NA,NA,NA,NA
1998,CHE,SLV,NA,1,NA,NA,NA,NA,NA,NA
1998,NAM,PNG,NA,0,NA,NIL,NA,NA,NA,NA
1998,MRT,MYS,NA,0,NA,NIL,NA,NA,NA,NA
1998,BOL,NIC,0,NA,NIL,NA,NA,NA,NA,NA
1998,AUT,ISL,NA,2,NA,NA,NA,NA,NA,NA
1998,MEX,SLV,NA,24,NA,NA,NA,NA,NA,NA
1998,AUS,LVA,0,NA,NIL,NA,NA,NA,NA,NA
1998,MDV,NIU,0,0,NA,NA,NA,NA,0,MDV
1998,FIN,NLD,34,NA,NA,NA,NA,NA,NA,NA
1998,AIA,CAF,0,NA,NA,NA,NA,NA,NA,NA
1998,AUS,VCT,0,NA,NIL,NA,NA,NA,NA,NA
1998,AUS,CHN,4132,NA,NA,NA,NA,NA,NA,NA
1998,CIV,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,CAN,NIU,0,0,NIL,NA,NAT_EST,NA,0,CAN
1998,MDG,MDV,NA,0,NA,NA,NA,NA,NA,NA
1998,AIA,MOZ,0,NA,NA,NA,NA,NA,NA,NA
1998,COK,SYR,0,NA,NA,NA,NA,NA,NA,NA
1998,AUS,TZA,56,NA,NA,NA,NA,NA,NA,NA
1998,PNG,PSE,0,NA,NIL,NA,NA,NA,NA,NA
1998,JPN,NIU,0,0,NIL,NA,NA,NA,0,JPN
1998,ARG,COL,0,NA,NIL,NA,NA,NA,NA,NA
1998,BOL,BRB,0,NA,NIL,NA,NA,NA,NA,NA
1998,AGO,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,BRN,CAF,0,NA,NIL,NA,NA,NA,NA,NA
1998,KOR,SLV,0,2,NIL,NA,NA,NA,2,SLV
1998,JPN,KOR,18359,418,NA,NA,NA,NA,17941,JPN
1998,GNQ,STP,NA,0,NA,NA,NA,NA,NA,NA
1998,BFA,COK,NA,0,NA,NA,NA,NA,NA,NA
1998,EGY,KOR,NA,2,NA,NA,NA,NA,NA,NA
1998,AIA,ARG,0,NA,NA,NA,NA,NA,NA,NA
1998,COK,CYP,0,NA,NA,NA,NA,NA,NA,NA
1998,ARG,COM,0,NA,NIL,NA,NA,NA,NA,NA
1998,BOL,PRK,0,NA,NIL,NA,NA,NA,NA,NA
1998,MWI,POL,NA,0,NA,NIL,NA,NA,NA,NA
1998,TGO,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,MYS,XDN,168,NA,NA,NA,NA,NA,NA,NA
1998,AZE,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
1998,KAZ,SLV,NA,0,NA,NIL,NA,NA,NA,NA
1998,KGZ,TUR,NA,771,NA,NA,NA,NA,NA,NA
1998,IRL,ISL,4,2,NA,NA,NA,NA,2,IRL
1998,COK,UKR,0,NA,NA,NA,NA,NA,NA,NA
1998,CAN,DJI,9,NA,NA,NA,NAT_EST,NA,NA,NA
1998,ARG,BGD,0,NA,NIL,NA,NA,NA,NA,NA
1998,BWA,GBR,NA,898,NA,NA,NA,NA,NA,NA
1998,HUN,MYS,0,1,NIL,NA,NA,NA,1,MYS
1998,IRL,PSE,7,NA,NA,NA,NA,NA,NA,NA
1998,HUN,SWZ,0,NA,NIL,NA,NA,NA,NA,NA
1998,AUS,CPV,0,NA,NIL,NA,NA,NA,NA,NA
1998,PNG,TUN,0,NA,NIL,NA,NA,NA,NA,NA
1998,BOL,USA,0,NA,NIL,NA,NA,NA,NA,NA
1998,AFG,CAN,NA,6,NA,NA,NA,NAT_EST,NA,NA
1998,MMR,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,BWA,NZL,NA,3,NA,NA,NA,NA,NA,NA
1998,ARG,PAN,0,NA,NIL,NA,NA,NA,NA,NA
1998,PNG,TCA,0,NA,NIL,NA,NA,NA,NA,NA
1998,MUS,SYC,NA,0,NA,NA,NA,NA,NA,NA
1998,AIA,KIR,0,NA,NA,NA,NA,NA,NA,NA
1998,AUS,NPL,0,NA,NIL,NA,NA,NA,NA,NA
1998,ARG,IDN,0,NA,NIL,NA,NA,NA,NA,NA
1998,ATG,NOR,NA,0,NA,NIL,NA,NA,NA,NA
1998,SWE,WSM,NA,0,NA,NIL,NA,NA,NA,NA
1998,BRN,ECU,0,NA,NIL,NA,NA,NA,NA,NA
1998,KOR,TKM,6,NA,NA,NA,NA,NA,NA,NA
1998,HUN,MHL,0,NA,NIL,NA,NA,NA,NA,NA
1998,STP,SWZ,0,NA,NA,NA,NA,NA,NA,NA
1998,SMR,SYC,NA,0,NA,NA,NA,NA,NA,NA
1998,BWA,NOR,NA,8,NA,NA,NA,NA,NA,NA
1998,PNG,TKL,0,0,NIL,NA,NA,NA,0,PNG
1998,STP,STP,0,NA,NA,NA,NA,NA,NA,NA
1998,COK,VUT,0,NA,NA,NA,NA,NA,NA,NA
1998,BRN,ISL,0,0,NIL,NIL,NA,NA,0,BRN
1998,ARG,HTI,0,NA,NIL,NA,NA,NA,NA,NA
1998,NZL,ZWE,6,NA,NA,NA,NA,NA,NA,NA
1998,BRN,TUV,0,0,NIL,NA,NA,NA,0,BRN
1998,POL,VCT,0,NA,NIL,NA,NA,NA,NA,NA
1998,AIA,MMR,0,NA,NA,NA,NA,NA,NA,NA
1998,AIA,RUS,0,NA,NA,NA,NA,NA,NA,NA
1998,COK,LAO,0,NA,NA,NA,NA,NA,NA,NA
1998,CAF,NOR,NA,0,NA,NIL,NA,NA,NA,NA
1998,BGR,ISL,NA,2,NA,NA,NA,NA,NA,NA
1998,COD,JPN,NA,0,NA,NIL,NA,NA,NA,NA
1998,NZL,PNG,76,0,NA,NIL,NA,NA,76,NZL
1998,COK,TZA,0,NA,NA,NA,NA,NA,NA,NA
1998,ARG,ARG,0,NA,NA,NA,NA,NA,NA,NA
1998,TUV,VAT,0,NA,NA,NA,NA,NA,NA,NA
1998,BIH,BRN,NA,0,NA,NIL,NA,NA,NA,NA
1998,CRI,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
1998,CHL,FIN,NA,14,NA,NA,NA,NA,NA,NA
1998,ISL,UGA,0,NA,NIL,NA,NA,NA,NA,NA
1998,ARG,ZMB,0,NA,NIL,NA,NA,NA,NA,NA
1998,BRN,GUY,1,NA,NA,NA,NA,NA,NA,NA
1998,ARG,FRA,0,NA,NIL,NA,NA,NA,NA,NA
1998,POL,RWA,8,NA,NA,NA,NA,NA,NA,NA
1998,GBR,GHA,882,NA,NA,NA,NA,NA,NA,NA
1998,KAZ,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
1998,NRU,SWZ,0,NA,NA,NA,NA,NA,NA,NA
1998,SOM,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,PHL,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,NIU,SWZ,0,NA,NA,NA,NA,NA,NA,NA
1998,AZE,BOL,NA,0,NA,NIL,NA,NA,NA,NA
1998,CAN,LCA,60,NA,NA,NA,NAT_EST,NA,NA,NA
1998,IRL,VAT,0,NA,NIL,NA,NA,NA,NA,NA
1998,BHS,NOR,NA,0,NA,NIL,NA,NA,NA,NA
1998,JPN,WSM,0,0,NIL,NIL,NA,NA,0,JPN
1998,LVA,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,MLT,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,FRA,WSM,NA,0,NA,NIL,NA,NA,NA,NA
1998,CHE,IRL,NA,25,NA,NA,NA,NA,NA,NA
1998,NER,TUR,NA,1,NA,NA,NA,NA,NA,NA
1998,KOR,MNG,38,NA,NA,NA,NA,NA,NA,NA
1998,BGR,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,ARG,SOM,0,NA,NIL,NA,NA,NA,NA,NA
1998,DOM,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,IRL,NER,0,NA,NIL,NA,NA,NA,NA,NA
1998,ARG,GEO,0,NA,NIL,NA,NA,NA,NA,NA
1998,HKG,JPN,NA,214,NA,NA,NA,NA,NA,NA
1998,AUS,PRT,49,NA,NA,NA,NA,NA,NA,NA
1998,LBN,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,LIE,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,MNG,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,TUV,TZA,0,NA,NA,NA,NA,NA,NA,NA
1998,BOL,NPL,0,NA,NIL,NA,NA,NA,NA,NA
1998,GNQ,JPN,NA,0,NA,NIL,NA,NA,NA,NA
1998,JPN,MKD,3,NA,NA,NA,NA,NA,NA,NA
1998,ARG,KOR,0,11,NIL,NA,NA,NA,11,KOR
1998,NZL,WSM,142,0,NA,NIL,NA,NA,142,NZL
1998,AUS,MLI,0,NA,NIL,NA,NA,NA,NA,NA
1998,CPV,FIN,NA,0,NA,NIL,NA,NA,NA,NA
1998,GBR,MAR,144,NA,NA,NA,NA,NA,NA,NA
1998,SYC,ZMB,0,NA,NA,NA,NA,NA,NA,NA
1998,CPV,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,ISL,MAC,0,NA,NIL,NA,NA,NA,NA,NA
1998,GNQ,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,JAM,SLV,NA,0,NA,NIL,NA,NA,NA,NA
1998,HKG,HUN,NA,0,NA,NIL,NA,NA,NA,NA
1998,FIN,YEM,0,NA,NIL,NA,NA,NA,NA,NA
1998,MLT,WSM,NA,0,NA,NIL,NA,NA,NA,NA
1998,ISL,SLV,0,0,NIL,NIL,NA,NA,0,ISL
1998,GNQ,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,KIR,STP,NA,0,NA,NA,NA,NA,NA,NA
1998,AUS,NZL,4018,0,NA,NIL,NA,NA,4018,AUS
1998,BTN,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
1998,BOL,KGZ,0,NA,NIL,NA,NA,NA,NA,NA
1998,AUS,SGP,14627,NA,NA,NA,NA,NA,NA,NA
1998,BGR,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,COM,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,NIU,SMR,0,NA,NA,NA,NA,NA,NA,NA
1998,TUV,ZWE,0,NA,NA,NA,NA,NA,NA,NA
1998,NRU,PER,0,NA,NA,NA,NA,NA,NA,NA
1998,CIV,SYC,NA,0,NA,NA,NA,NA,NA,NA
1998,KOR,ZAF,0,0,NIL,NIL,NA,NA,0,KOR
1998,ISL,MMR,0,NA,NIL,NA,NA,NA,NA,NA
1998,MYS,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,FIN,MYS,4,12,NA,NA,NA,NA,8,MYS
1998,HUN,VNM,54,NA,NA,NA,NA,NA,NA,NA
1998,CAN,TUV,0,0,NIL,NA,NAT_EST,NA,0,CAN
1998,CAN,PLW,0,NA,NIL,NA,NAT_EST,NA,NA,NA
1998,CAN,DZA,87,NA,NA,NA,NAT_EST,NA,NA,NA
1998,BIH,SYC,NA,0,NA,NA,NA,NA,NA,NA
1998,GRD,KOR,NA,0,NA,NIL,NA,NA,NA,NA
1998,FIN,GUY,1,NA,NA,NA,NA,NA,NA,NA
1998,FJI,GBR,NA,42,NA,NA,NA,NA,NA,NA
1998,BHR,JPN,NA,4,NA,NA,NA,NA,NA,NA
1998,EGY,GBR,NA,622,NA,NA,NA,NA,NA,NA
1998,IRL,MOZ,0,NA,NIL,NA,NA,NA,NA,NA
1998,KGZ,MYS,NA,10,NA,NA,NA,NA,NA,NA
1998,GBR,SGP,5982,NA,NA,NA,NA,NA,NA,NA
1998,CAN,LKA,126,NA,NA,NA,NAT_EST,NA,NA,NA
1998,GBR,IRQ,139,NA,NA,NA,NA,NA,NA,NA
1998,DJI,NZL,NA,0,NA,NIL,NA,NA,NA,NA
1998,DNK,KOR,NA,1,NA,NA,NA,NA,NA,NA
1998,BOL,DOM,0,NA,NIL,NA,NA,NA,NA,NA
1998,BOL,MYS,0,0,NIL,NIL,NA,NA,0,BOL
1998,CAN,YEM,6,NA,NA,NA,NAT_EST,NA,NA,NA
1998,ISL,SVK,1,NA,NA,NA,NA,NA,NA,NA
1998,ISL,MRT,0,NA,NIL,NA,NA,NA,NA,NA
1998,MDV,TJK,0,NA,NA,NA,NA,NA,NA,NA
1998,ISR,PNG,NA,0,NA,NIL,NA,NA,NA,NA
1998,JPN,VGB,0,NA,NIL,NA,NA,NA,NA,NA
1998,BGD,KOR,NA,9,NA,NA,NA,NA,NA,NA
1998,COK,IRN,0,NA,NA,NA,NA,NA,NA,NA
1998,ARG,SVN,0,NA,NIL,NA,NA,NA,NA,NA
1998,ARG,PAK,0,NA,NIL,NA,NA,NA,NA,NA
1998,BTN,TKL,NA,0,NA,NA,NA,NA,NA,NA
1998,HRV,TUV,NA,0,NA,NA,NA,NA,NA,NA
1998,BHR,PNG,NA,0,NA,NIL,NA,NA,NA,NA
1998,ARG,KWT,0,NA,NIL,NA,NA,NA,NA,NA
1998,SLV,SLV,0,NA,NA,NA,NA,NA,NA,NA
1998,GBR,VNM,87,NA,NA,NA,NA,NA,NA,NA
1998,BOL,SVK,0,NA,NIL,NA,NA,NA,NA,NA
1998,STP,USA,0,NA,NA,NA,NA,NA,NA,NA
1998,GHA,POL,NA,12,NA,NA,NA,NA,NA,NA
1998,ARG,COG,0,NA,NIL,NA,NA,NA,NA,NA
1998,GBR,PNG,53,0,NA,NIL,NA,NA,53,GBR
1998,LCA,PNG,NA,0,NA,NIL,NA,NA,NA,NA
1998,AFG,FIN,NA,1,NA,NA,NA,NA,NA,NA
1998,BTN,MDV,NA,0,NA,NA,NA,NA,NA,NA
1998,MRT,NRU,NA,0,NA,NA,NA,NA,NA,NA
1998,BFA,STP,NA,0,NA,NA,NA,NA,NA,NA
1998,ARG,SYC,0,0,NIL,NA,NA,NA,0,ARG
1998,GBR,TKM,4,NA,NA,NA,NA,NA,NA,NA
1998,HUN,NIU,0,0,NIL,NA,NA,NA,0,HUN
1998,PAN,PNG,NA,0,NA,NIL,NA,NA,NA,NA
1998,BRB,BRN,NA,0,NA,NIL,NA,NA,NA,NA
1998,ARG,BGR,0,NA,NIL,NA,NA,NA,NA,NA
1998,NLD,PNG,NA,0,NA,NIL,NA,NA,NA,NA
1998,ARG,SRB,0,NA,NIL,NA,NA,NA,NA,NA
1998,GBR,KNA,21,NA,NA,NA,NA,NA,NA,NA
1998,NOR,SLV,2,0,NA,NIL,NA,NA,2,NOR
1998,NZL,ZMB,3,NA,NA,NA,NA,NA,NA,NA
1998,NRU,SRB,0,NA,NA,NA,NA,NA,NA,NA
1998,CAN,NOR,96,57,NA,NA,NAT_EST,NA,39,CAN
1998,ITA,NIU,NA,0,NA,NA,NA,NA,NA,NA
1998,PNG,SMR,0,NA,NIL,NA,NA,NA,NA,NA
1998,FIN,MRT,0,NA,NIL,NA,NA,NA,NA,NA
1998,ETH,GBR,NA,263,NA,NA,NA,NA,NA,NA
1998,AUS,WSM,90,0,NA,NIL,NA,NA,90,AUS
1998,IRL,THA,3,NA,NA,NA,NA,NA,NA,NA
1998,COL,HUN,NA,4,NA,NA,NA,NA,NA,NA
1998,BRN,DZA,0,NA,NIL,NA,NA,NA,NA,NA
1998,GBR,MMR,47,NA,NA,NA,NA,NA,NA,NA
1998,BRN,GRC,0,NA,NIL,NA,NA,NA,NA,NA
1998,AFG,GBR,NA,26,NA,NA,NA,NA,NA,NA
1998,KNA,POL,NA,0,NA,NIL,NA,NA,NA,NA
1998,ESP,SLV,NA,8,NA,NA,NA,NA,NA,NA
1998,CAN,MDV,0,0,NIL,NA,NAT_EST,NA,0,CAN
1998,NIU,VCT,0,NA,NA,NA,NA,NA,NA,NA
1998,ARG,ETH,0,NA,NIL,NA,NA,NA,NA,NA
1998,JPN,THA,867,NA,NA,NA,NA,NA,NA,NA
1998,ALB,IRL,NA,0,NA,NIL,NA,NA,NA,NA
1998,AIA,PAK,0,NA,NA,NA,NA,NA,NA,NA
